Timestamp,What positive things have happened today (if any)?,What negative things have happened today (if any)?,Did you make the most of today?,How much fun did you have?,Are you happy with the quality of your work?,How productive have you felt outside of yourself?,Would you have preferred more or less social interaction?,How emotionally healthy did you feel throughout the day?,How close do you feel to being burned out?,How much personal time did you have?,Would you have preferred to have had more or less personal time?,Did you exercise?,,Is there any lesson or observation about life you want to remember from today?,Which of these values do you felt you actively lived today?,Any reflection about your mission statement?,Did you struggle with any of these values today?,Are there any relevant aspects you think this survey didn't touch on?,Are there any aspects of the survey you feel are not relevant?,"Give yourself grace. Get some good sleep.

Will you make the most of your day tomorrow?",Did you accomplish the goals you set out to do?,"If none, how much does that bother you?",What's been a small thing that's brought you joy today?,How much social cohesion did you feel?,Who has made a positive impact on your day?,,Are there any emotions you're processing right now you'd like to keep track of?,Are there any friend life events mentioned today you want to keep in mind for the future?,Any Karina things you want to remember?,Has there been any small thing you’ve done/thought about today that you’re proud of yourself for?,How well did you feel you had the time to do everything you wanted?,What do you want to do in order tomorrow morning?,What are your overall priorities tomorrow?,Thesis updates?,,Brand,,,,,,,,,,,,What's one thing you want to remember for tomorrow?
8/30/2022 0:39:56,"Kheyal creative conversations, Doug Wolff phone call, doing my first ever character animation",Weird vibes with Isabel (don’t think she likes me),4,3,,4,2,4,3,2,4,Yes,,,"Seek child look wonder at the mundane, Be inspired by the opportunity of fear, Recognize when I'm pleasing others over myself, Do not allow resentment to grow towards myself or others",,,,,Yes,2,2,"The epic sunset from towers penthouse and how the light streaked across the sky, and the feeling of owning this campus after fantastic Doug Wolff phone call",3,"Kheyal, Karina",,,Kheyal has scholarship due on Thursday,,,,,,,,,,,,,,,,,,,,
8/29/2022 1:20:19,"Lullwater walk and cooking with Karina, Willa catch-up, getting board together of all my projects, watching House of Dragon with group",Bit of stress over how much is going on this next week,4,4,,2,2,3,3,2,5,,,,"Seek child look wonder at the mundane, Be inspired by the opportunity of fear, Recognize when I'm pleasing others over myself, Seize the moment to be alive, Ask questions first and seek to understand with patience, Appreciate the value friends bring in my life",,,,,Yes,4,3,The beautiful dappled sunlight through lullwater’s trees and the ability to share that excitement with Karina and Willa,4,"Karina, Trevor, Willa, Cynthia, Draise",,"Want to say I love you to Karina, realized I have trauma over emotional manipulation via friend opinions from Casey breakup",Willa complicated emotional situation distancing herself from her ex Cole,,,,,,,,,,,,,,,,,,,,
8/28/2022 0:53:59,"Morning walk in nature and seeing the crane, Sneh’s surprise party, finding nice things thrift shopping",,5,4,,2,3,4,3,4,4,,,,"Seek child look wonder at the mundane, Recognize when I'm pleasing others over myself, Seize the moment to be alive, Ask questions first and seek to understand with patience, Appreciate the value friends bring in my life",,,,,Yes,2,3,"When we were playing the drinking game Kings and the category was grapes, the first guy said ‘green’ and then it was my turn. I said raisins and Trevor absolutely lost it. It spiraled and we started laughing together wildly on the floor. One of my favorite memories",4,"Karina, Adway, Trevor",,"Frustration with Hannah comment about being on Karina’s team, feeling like I’m too anxiously overbearing with Adway planning this party","Adway is all better with Kaneesha situation (she texted him about it), Alyssa has long weekend in Savanah",,,,,,,,,,,,,,,,,,,,
8/27/2022 1:49:50,"Coffee chat with Jaeden, Karina bringing me flowers and chocolate, wonderful chat/interview with Draise, fantastic dinner conversation at Tenya about emojis and vows of silence, wonderful group movie night",,5,5,,4,3,4,1,2,4,,,,"Seek child look wonder at the mundane, Be inspired by the opportunity of fear, Recognize when I'm pleasing others over myself, Do not allow resentment to grow towards myself or others, Seize the moment to be alive, Ask questions first and seek to understand with patience, Appreciate the value friends bring in my life, Dedicate my art to love for the world and humanity",,,,,Yes,3,1,Remember when at dinner I formed an alliance with Kheyal by shaking hands but secretly I was shaking hands with Caleb underneath the table,5,"Jaeden, Karina, Demetrios, Kewal, Ali, Caleb",,How Caleb’s film jokes about me questioning people while recording really does bother me. I want to ask him whether he legitimately doesn’t like me filming or if it’s all jokes,Ali’s honor thesis story idea,,,,,,,,,,,,,,,,,,,,
8/26/2022 1:17:13,"Connecting with Alejandra about speed racer in Film Theory, catching up with Connor Kamp briefly, talking with Nick Goudie, deep talks with Mavani on quad, personal movie watching of Mind Game",,5,3,,5,3,4,3,2,4,Yes,,,"Be inspired by the opportunity of fear, Seize the moment to be alive, Ask questions first and seek to understand with patience, Dedicate my art to love for the world and humanity",So hard to truly ask questions and not explain your own thoughts. With adway this morning or mavani in the afternoon I tried my best but didn’t fully succeed at doing this,Ask questions first and seek to understand with patience,,Feels weird to have the ‘lesson from the day question’,Yes,5,,"The beautiful color palette of the sky while driving around with Trevor, Trevor waiting for me to finish food before driving back, the excitement Trevor got at the butt gun scene in Mind Game",5,"Karina, Trevor, Nick Goudie, Connor Kamp",,Slight anxiety over seeing Noor altho she did interact very briefly with me which I think makes me less anxious,"Adway stresses with Kanisha, Mavani stresses about not being a dick",,,,,,,,,,,,,,,,,,,,
8/25/2022 1:10:20,"Lunch talks outside b-school with jaeden, playing foosball with samir and beating him, app planning with Kewal, cuddling with Karina and listening to music, playing cornhole with Samir and getting into bag fight with them throwing stuff, long deep convos with Adway and Trevor at night","Stress about seeing Karina while grabbing dinner with Demetrios, felt pressure to see her",5,5,,4,2,3,4,1,4,Yes,,,"Seek child look wonder at the mundane, Be inspired by the opportunity of fear, Recognize when I'm pleasing others over myself, Do not allow resentment to grow towards myself or others, Ask questions first and seek to understand with patience, Appreciate the value friends bring in my life, Treat the environment with the beauty it deserves",Seeking childlike wonder at mundane is very similar to ‘sieze the moment to be alive’,"Recognize when I'm pleasing others over myself, Ask questions first and seek to understand with patience",,,Yes,5,2,"That moment when Kewal threw a bean bag at me and I threw mine and hit it mid air, Karina taking notice and filming me at carnival",5,"Karina, Jaeden, Demetrios, Adway, Trevor, Samir, Kewal",,Feeling pressure to hang with Karina,"Trevor stressing about pre med school stuff, Adway stressing about gap year plans, Demetrios stressing about applications, Kheyal stressing about Fulbright application due next week (September 2)",,,,,,,,,,,,,,,,,,,,
8/24/2022 0:04:08,"Film conversation with Simon in library, introducing Karina to friends at carnival, sushi dinner with the lads",Saw Noor for first time in a while which gave me some anxiety,5,5,,4,1,4,3,1,4,,,,"Be inspired by the opportunity of fear, Seize the moment to be alive, Appreciate the value friends bring in my life",,Ask questions first and seek to understand with patience,Should question about goals not be ‘exceeded expectations’ but rather ‘did all goals’… sets bar at different level than other questions,,Yes,4,,"How Karina graciously decided to race me in the carnival obstacle course even though she was hesitant, because she knew I wanted to do it and needed a partner",4,"Simon, Karina, Trevor, Adway, Jaeden, Ali, Pierce",,,,,,,,,,,,,,,,,,,,,,,
8/23/2022 2:08:53,"Ran into Simon Cho, Karina conversation about values, Kheyal film brainstorming dinner, seeing Adway again, chatting with Ali and Ore in the morn",Stress over how to balance honors work with spending time with Karina,5,4,,5,2,3,2,2,4,,,Breath and be confident in myself,"Be inspired by the opportunity of fear, Recognize when I'm pleasing others over myself, Do not allow resentment to grow towards myself or others, Ask questions first and seek to understand with patience, Claim responsibility for my actions, Appreciate the value friends bring in my life",,"Recognize when I'm pleasing others over myself, Do not allow resentment to grow towards myself or others, Seize the moment to be alive",,"The mission statement stuff is a good reminder but it doesn’t feel relèvent to answer what was active,… maybe just what did I struggle with?",Yes,4,,Remember the film idea of the water droplets racing down the window. Cars!,5,"Karina, Kheyal, Simon Cho, Trevor, Adway, Mason",,Figuring out priorities of work/karina,,,,,,,,,,,,,,,,,,,,,
8/22/2022 1:57:35,"Antico’s pizza with trev, Charlie, and kheyal, watching Throne of Dragon with the lads, Ali texting me","Stress over letting kheyal down with move in grocery shopping together, stress over coordinating antico’s dinner",4,5,,2,2,2,3,2,5,Yes,,Find way to not stress about uncertainty or meeting other’s expectations,"Seek child look wonder at the mundane, Do not allow resentment to grow towards myself or others, Appreciate the value friends bring in my life","Hmm it’s hard to check some of these off, they’re good reminders but they’re not all super useful sayings with which to live life","Be inspired by the opportunity of fear, Recognize when I'm pleasing others over myself, Do not allow resentment to grow towards myself or others, Seize the moment to be alive","Have a lot of emotional depth to my day, maybe some more emotional questions? Or if there’s more ways to ask what are things I appreciated and remember about the day (free response)",,Yes,2,1,"The pretty butterfly I saw on my run through lullwater, followed it for a bit before it flew right by me, felt so magical",2,"Charlie, Trevor, Demetrios, Nandish, Ali",,Why do I feel like I owe so much to everyone? That I need to fulfill certain duties or I’m stressing out,,,,,,,,,,,,,,,,,,,,,
8/21/2022 2:41:26,"Calling Alyssa, Catching up with Samir, Nandish, Caleb, Kewal, Tiffany, and Sonia… playing 20 questions for film directors with Caleb and Kewal",Huge anxiety wave over leaving and facing change,3,4,,2,3,2,3,2,3,Yes,,Calling a friend can greatly help anxiety,"Seek child look wonder at the mundane, Be inspired by the opportunity of fear, Appreciate the value friends bring in my life, Dedicate my art to love for the world and humanity","Can recognize when I’m pleasing others over myself, but how do I comfortably enact that prioritization of myself? I always feel this sense of duty towards others. Don’t think it’s healthy","Recognize when I'm pleasing others over myself, Do not allow resentment to grow towards myself or others",,,Yes,2,3,Don’t try to plan things out so much. When social stress comes up please remember you can typically solve it with another social interaction,4,"Kewal, Caleb, Tiffany, Nandish, Samir, Alyssa",,Why am I feeling this projective sense of needing to fulfill an expectation of friendship from Trevor? Also similarly with Aman Mavani asking to hang out hmm,,,,,,,,,,,,,,,,,,,,,
8/20/2022 0:43:11,"Meeting David Kennerly video call, watching Love Actually with Mom, Cynthia honors brainstorming session",,4,3,,2,3,4,3,2,5,,,"Be upfront with people when making decisions… had meeting mix up with Karina and had awkward moment where I didn’t want to pressure her to do what fit my schedule best, but it was just more confusing that way","Do not allow resentment to grow towards myself or others, Make time to share experiences with my family, Contribute to a family of love and support, Dedicate my art to love for the world and humanity",,"Be inspired by the opportunity of fear, Seize the moment to be alive",,,Yes,2,4,Go over David notes as well as honors notes from Cynthia and Rob,5,Cynthia,,,,,,,,,,,,,,,,,,,,,,,
8/19/2022 3:52:47,"Spending time with Karina, going for run and having breakthrough with honors script, feeling being in house making light decisions with parents, finishing Vinland saga and starting Primal with Dad",,5,4,Yes,4,3,4,1,4,3,Yes,,Going for a run is a great way to clear my head. Also the feeling of creative flow is the absolute best. Loved sitting in the chair with music writing away for honors thesis,"Seek child look wonder at the mundane, Recognize when I'm pleasing others over myself, Do not allow resentment to grow towards myself or others, Seize the moment to be alive, Make time to share experiences with my family, Contribute to a family of love and support, Appreciate the value friends bring in my life, Dedicate my art to love for the world and humanity","Hmm, should I add something about how I’d like to make decisions with grace towards myself first and foremost? I did get caught up today not sure what to do. Not super severe but it was a bit frustrating. Also I did sorta struggle with feeling resentment towards Dad but quickly got over it, should I still check that as a struggle?",Do not allow resentment to grow towards myself or others,,,Yes,3,4,"Whenever you’re unsure of what to do, go for a run",4,Karina,,,,,,,,,,,hello test,,,,,,,,,,,,
1/30/2023 1:25:56,"Playing smash bros with Diego and demetrios, watching some amazing television such as my hero and last of us which blew me away with their storytelling",,5,5,,5,3,5,3,5,3,,,Life good when seeing friends,,,,,,Yes,4,,,4,"Kheyal, Demetrios, Diego",,,,,,4,,,"Lot of AI work done, showing to Barba tmr",,,,,,,,,,,,,,
1/31/2023 1:03:42,Recording podcast episode of inception,,4,3,,4,3,5,4,2,4,Yes,,,,,,,,Yes,3,,,4,,,,,,Going for run in morn despite being tired,2,,,,,,,,,,,,,,,,,
2/1/2023 1:27:27,"Meeting and catching up with Matt Lincoln, dinner with Sonia and having a real convo about relationships and whatnot","Absolutely overwhelmed, meetings back to back, Isabel negative again",3,2,,4,3,2,5,2,5,,,,,,,,,Yes,4,,Seeing other’s unique faces in DCT,2,,,Should follow up with Isabel and frame it as ‘i want us to have good communication’,,,,1,,,,,,,,,,,,,,,,,
